X,Y,OBJECTID,Name,Address,Demolished,Historic_District,Municipality,MCHSI_ID,Municipal_Code,Site_Number,NR_Listed,County_Determination,NR_Eligibility,GlobalID
555640.6025,519031.9034,572,Zimmerman Manufacturing Co.,17-19 Elm St.,No,No,Freehold Boro.,24,1315,1315-24,No,No,Not Evaluated,cd9f530d-f2cd-413d-b551-7f627f5bdbda
577860.2244,585099.3231,77,Zaccheus Snyder House,277 First St.,No,Yes,Keyport Boro.,13-Jan,1322,1322-1-13,No,No,Not Evaluated,68059c5c-121c-4f6b-83a4-39e07223ee51
624179.0546,479661.2794,809,Worrell House,204 Mercer Ave.,No,No,Spring Lake Boro.,21,1348,1348-21,No,Yes,Not Evaluated,50cb6b9b-9f64-4023-b03e-264d587b0790
622098.9696,517329.3366,1092,Woolley House,703 Deal Rd.,No,No,Ocean Twp.,1,1337,1337-1,No,Possible,Identified,c1780bea-7a63-425e-aef9-e2ef8e82c01f
615919.663,520170.1403,1110,Wooley Farm,1033 West Park Ave.,Yes,No,Ocean Twp.,14,1337,1337-14,No,No,Not Evaluated,29838a1f-a02a-4cc1-8b16-857b92d6bf23
473958.7101,472908.1978,444,Woodward-Ridgeway Farm,86 Hill Rd.,No,Possible,Upper Freehold Twp.,19,1351,1351-19,No,Yes,Not Evaluated,b8489910-4604-4c69-a5cb-2ab5db177c04
610851.8424,517827.5302,1111,Woodlands District School,721 Green Grove Rd.,No,No,Tinton Falls Boro.,2,1336,1336-2,No,No,Not Evaluated,1b7ac389-df71-4c9a-8453-ec5de0ec2a38
554168.1536,518979.2634,597,Woodhull House,63 West Main St.,No,Possible,Freehold Boro.,51,1315,1315-51,No,Yes,Not Evaluated,c4afe496-cd94-4a5c-867f-be2e8bb86f29
617359.5499,470710.1389,765,Women's Club of Manasquan,62 Main St.,No,Yes,Manasquan Boro.,8-Jan,1327,1327-1-8,No,No,Not Evaluated,927ea1ae-8e00-4735-ab83-e5ab9979d7b2
618113.0333,471029.5424,759,Wm. P. Taylor Sawing & Planing Mill,80 Broad St.,No,Yes,Manasquan Boro.,3-Jan,1327,1327-1-3,No,Possible,Not Evaluated,9737fedf-81ab-4c29-a1b0-19d00ec4d7b5
628244.8119,504535.0194,1020,Winsor Building,420 Main St.,No,Yes,Asbury Park Boro.,24,1303,1303-24,Yes,Yes,Listed,5025d28a-265b-4931-b408-6845c042b0cf
636035.1038,529187.1423,1242,Windmill Restaurant,586 Ocean Blvd.,No,No,Long Branch City,59,1325,1325-59,No,No,Not Evaluated,5cab4d5e-9fa4-498a-88c1-41bdddd1a4ec
597290.7075,568619.1087,1849,Wilson House,2 Red Hill Rd.,No,Yes,Middletown Twp.,24-Mar,1331,1331-3-24,Yes,Possible,Listed,860d1934-d641-4553-9032-96eadb3cfb83
576438.2551,550873.6616,1310,Willow Brook Bridge,"40.345356, -74.197605",Yes,No,Colts Neck Twp.,33,1309,1309-33,No,No,Not Evaluated,5c1cffd5-c645-42d2-bcc2-3047a054b37b
630698.8913,505660.5417,1032,Willis Apartment,216 2nd Ave.,No,No,Asbury Park Boro.,36,1303,1303-36,No,No,Identified,ed614b74-7050-4e70-8193-b1017c0f2b1c
570420.0454,528071.9841,1318,Williamson-Sickles Farmstead,21 Driftwood Lane,No,No,Colts Neck Twp.,41,1309,1309-41,No,Yes,Eligible,43d94ebb-0eb6-4bfe-86a6-496c95e4d491
611473.3369,552067.3006,1457,William W. Conover House,58 Oakland St.,No,No,Red Bank Boro.,18,1340,1340-18,No,No,Not Evaluated,a69dfff2-33dd-47a0-9842-08e51647b12e
613994.6603,543232.5486,1365,William Van Schoick House,420 Sycamore Ave.,No,Yes,Shrewsbury Boro.,16-Jan,1345,1345-1-16,Yes,Possible,Listed,2a5b794b-b949-44c4-9d5a-6c01d2b74934
628341.3055,553328.3729,1537,William Shedd House,82 Buena Vista Ave.,No,No,Rumson Boro.,8,1342,1342-8,No,No,Not Evaluated,133dc876-d74f-447a-9166-350a9fc31b62
620187.81,550258.6415,1403,William Parker Farm,235 Rumson Rd.,No,No,Little Silver Boro.,19,1323,1323-19,Yes,Yes,Listed,d3aa4457-d43e-4158-b719-37763fa07be0
520615.1387,508190.8917,380,William P. Forman House,66 Roberts Rd.,No,No,Millstone Twp.,47,1332,1332-47,No,No,Not Evaluated,fce054c6-6c49-4843-9d4c-30dcc594aadd
599529.0928,569082.4264,1836,William Murray House,65 Kings Hwy.,No,Yes,Middletown Twp.,10-Mar,1331,1331-3-10,Yes,Possible,Listed,a490df6e-cdbd-47b3-9ac6-ae4c675ec8b4
554747.8388,520171.389,565,William McDermott House,35 Court St.,No,Possible,Freehold Boro.,17,1315,1315-17,No,Possible,Not Evaluated,4d8ef906-9f59-4208-87bf-9caa33022a0a
533244.8405,501074.1457,516,William M. Smith House,267 Monmouth Rd. (CR 537),No,No,Freehold Twp.,9,1316,1316-9,No,No,Not Evaluated,05fe6159-a4f4-4677-ae16-51c32fc46a77
614466.1249,542742.5056,1352,William Lambert Borden House,905 Broad St.,No,Yes,Shrewsbury Boro.,3-Jan,1345,1345-1-3,Yes,No,Listed,d926507d-1f88-4648-b53f-402cc1e6ac72
628385.3031,510207.8318,958,William Koerner Studio,205 Grassmere Ave.,No,Yes,Interlaken Boro.,7,1320,1320-7,No,No,Not Evaluated,58b88e87-d119-408f-9d88-42c8acbcaf7e
487807.9816,474375.6348,498,William Jackson House and Blacksmith Shop,NW corner of Harvey Rd. and Burlington Path,No,No,Upper Freehold Twp.,69,1351,1351-69,No,Possible,Not Evaluated,7a4ef038-b91e-47af-a6f9-16e902ac422e
602480.5551,575083.8353,1770,William Griggs House,168 New Monmouth Rd.,No,Yes,Middletown Twp.,5-May,1331,1331-5-5,No,No,Not Evaluated,9f9a3539-5e2a-40f1-8877-91395fd3788c
586325.4863,565559.7192,1678,William G. Wyckoff House,119 S. Telegraph Hill Rd.,No,No,Holmdel Twp.,50,1318,1318-50,No,Yes,Not Evaluated,38ccba7c-cdb6-407c-b0cb-1e3db7a9b8ce
626134.6948,554646.3476,1538,William F. Havermeyer Carriage House,5 Elm Ln.,No,No,Rumson Boro.,9,1342,1342-9,No,Yes,Not Evaluated,0ad7403a-687f-4eb2-8a5b-ceb09a615509
633240.7629,559708.7397,1531,William E. Strong House,121 Avenue of the Two Rivers,No,No,Rumson Boro.,2,1342,1342-2,No,No,Not Evaluated,48eb8491-f461-4873-b77e-7b161872e8cd
585888.9626,561347.8821,1625,William D. Hendrickson House,84 Crawfords Corner Rd.,No,No,Holmdel Twp.,7,1318,1318-7,No,No,Not Evaluated,decf7a8f-b130-4e9d-a87e-74dcb9a4a521
566022.1326,573497.9503,281,William D. Bailey House,943 State Hwy. 34,No,No,Matawan Boro.,21,1329,1329-21,No,No,Not Evaluated,0b60a8c9-23e3-45c9-8d6f-df7af8245c1c
551935.645,516780.8052,618,William Covenhoven House,150 West Main St.,No,No,Freehold Boro.,72,1315,1315-72,Yes,Yes,Listed,b6f47daa-3b6b-407e-8c56-8d721dad7ca4
608296.2436,569699.619,1753,William Covenhoven Farm,521 Kings Hwy. E. ,No,No,Middletown Twp.,45,1331,1331-45,No,Yes,Not Evaluated,0f0e6435-0e28-443d-b2d5-3b934a794b2e
565914.2335,528174.6978,530,William Campbell House,310 Randolph Rd.,No,No,Freehold Twp.,24,1316,1316-24,No,No,Not Evaluated,a34db36a-15c7-4c91-8bfe-9ae74e8527bb
625328.3837,481345.5215,838,William C. Hamilton House,18 Washington Ave.,No,No,Spring Lake Boro.,50,1348,1348-50,No,No,Not Evaluated,2fe51a00-f9be-4fe1-ae14-f85e4d92e22f
576336.1762,529505.08,1281,William C. Buck House,64 Buck Mill Rd.,No,No,Colts Neck Twp.,5,1309,1309-5,Yes,No,Not Evaluated,f74dc071-22c4-4321-b5cd-d2ac4af753ce
555646.4365,520112.6237,585,William and Eliza Reid House,42 East Main St.,No,Possible,Freehold Boro.,38,1315,1315-38,No,Yes,Not Evaluated,c3b6052e-fe9e-4cf3-b485-9304b4f0f46b
633952.8415,557896.6016,1532,William A. Street House/The Hermitage,79 Rumson Rd.,No,No,Rumson Boro.,3,1342,1342-3,No,Yes,Not Evaluated,ab791263-0dc5-468a-a58d-3bf305ba9a61
628294.1573,510209.6547,959,William & Lillian Koerner House,209 Grassmere Ave.,No,Yes,Interlaken Boro.,8,1320,1320-8,No,No,Not Evaluated,c25b2d52-b7bc-4863-a920-813b8d036ce1
613290.8422,553147.6124,1444,Wild Building,33 Broad St.,No,Yes,Red Bank Boro.,2-Jan,1340,1340-1-2,No,Possible,Not Evaluated,34d94d79-c2e3-46a8-babe-bc4c40d6daee
565864.0479,520854.1695,508,Wikoff Farm,351 Burlington Rd.,No,No,Freehold Twp.,1,1316,1316-1,No,No,Not Evaluated,1aa57363-176c-4dd7-bea4-0de93f03f53b
624740.2143,511149.2358,1104,Whyte House,26 Lake Dr.,No,No,Ocean Twp.,4,1337,1337-4,No,No,Not Evaluated,b6ad5f07-d1ad-45e8-954e-9dee7897ca5e
598165.1372,568679.2831,1725,Wheelwright Shop of William Traux,5 Conover Ave.,No,Yes,Middletown Twp.,2-Mar,1331,1331-3-2,Yes,No,Listed,c6ed9954-61dc-47d9-84d9-03dcf385d9b2
625167.6075,481400.2215,795,Watson H. Linburg House,1402 First Ave.,No,No,Spring Lake Boro.,7,1348,1348-7,No,Yes,Not Evaluated,ca406060-eca1-4b56-a835-be58e682ee6d
631443.8331,504910.2716,1063,Waterfront Resort Historic District,Ocean Ave.,No,Yes,Asbury Park Boro.,70,1303,1303-70,No,No,Not Evaluated,f45c0c5d-d4ee-4dc4-870c-69330b00a428
633227.3318,571134.707,1801,Water Witch Clubhouse,43 West Twin Rd.,No,Yes,Middletown Twp.,8-Jul,1331,1331-7-8,Yes,Yes,Listed,d6a84d48-8838-48b4-9818-9634e6d42f34
577227.2525,579770.9142,183,Washington Hotel,470 Main St.,No,No,Keyport Boro.,51,1322,1322-51,No,No,Not Evaluated,9e4a275b-f2cc-496d-b818-3dd6c977f3c1
615350.7544,536405.1377,1161,Washington F.A.M. Lodge #9,40 Broad St.,No,No,Eatontown Boro.,3,1311,1311-3,No,No,Not Evaluated,cec132de-1e62-4698-bea9-24b9e6e854a0
638527.1381,555961.3808,1574,Washington E. Connor Stable,1200 Ocean Ave.,No,No,Sea Bright Boro.,8,1343,1343-8,No,Possible,Not Evaluated,d3a48504-864d-4da5-a1d5-5dce41571164
625019.8151,479567.5998,835,Warren Hotel,13-15 Warren Ave.,Yes,No,Spring Lake Boro.,47,1348,1348-47,No,No,Not Evaluated,772e674c-3812-47e2-9e3b-0885cd19a277
552856.6087,517840.4288,641,Warren H. Conover House,2 Yard Ave.,No,Possible,Freehold Boro.,94,1315,1315-94,No,Possible,Not Evaluated,e4586e7f-9032-4e47-b293-4afff5f3d320
575607.8371,584899.8875,65,Warn's Drug Store,55 First St.,No,Yes,Keyport Boro.,1-Jan,1322,1322-1-1,No,No,Not Evaluated,dadc2f9e-a45f-4599-a845-ee8e3f1ee628
632416.2865,570970.9449,1789,Walter I. MacDougal House,14 Witches Ln.,No,Yes,Middletown Twp.,2-Jul,1331,1331-7-2,Yes,Possible,Listed,1db6595b-cfc8-45e8-9797-28fdc2896ffe
596338.5503,557555.5708,1835,Walter Field Farm,911 Middletown-Lincroft Rd.,No,No,Middletown Twp.,113,1331,1331-113,No,Possible,Not Evaluated,764a7e22-4b76-4503-a334-847a7c284ba8
475320.8442,473478.3131,449,Walnford Pratt Pony Truss Bridge,Walnford Rd./Hill Rd. Over Crosswicks Creek,No,Possible,Upper Freehold Twp.,24,1351,1351-24,No,Possible,Not Evaluated,50e85ef8-58bf-45b7-803c-daba63fb1848
575035.5932,584385.4922,99,Walling Hall,2 West Front St.,No,Yes,Keyport Boro.,12-Feb,1322,1322-2-12,No,No,Not Evaluated,93ae8f1a-ec2f-44ca-ac48-3b2191f35d76
545619.5254,515671.3219,542,Walker-Combs-Hartshorne House,189 Oakley Dr.,No,No,Freehold Twp.,34,1316,1316-34,Yes,Yes,Listed,54f8474a-68af-4815-a7cd-65dddecff4d9
612457.7493,543167.8204,1371,Waldron Post Brown House,486 Sycamore Ave.,No,Yes,Shrewsbury Boro.,22-Jan,1345,1345-1-22,Yes,No,Listed,3bbd570b-7437-45a7-be98-56d1890af95d
598007.9272,530637.6273,1327,Wainwright House,139 Hockhockson Rd.,Yes,No,Colts Neck Twp.,50,1309,1309-50,No,No,Not Evaluated,af695415-f447-4542-9ec6-87d0065db369
554382.2195,520066.4158,553,W.W. Wells House,7 Broad St.,Yes,No,Freehold Boro.,5,1315,1315-5,No,No,Not Evaluated,3ecc55af-fbff-4f79-a8ee-6929bec0b449
575797.5736,583814.5688,151,W.S. Murphy House,84 Osborn St.,No,Yes,Keyport Boro.,27-Mar,1322,1322-3-27,No,No,Not Evaluated,0b36dbd8-3c3c-4809-abcf-df7d824f0c53
637944.0356,547986.0949,1422,W.H. Hamilton House,67 River Rd.,No,No,Monmouth Beach Boro.,19,1333,1333-19,No,No,Not Evaluated,9194b631-f807-4608-bbc1-ac748b298ed3
623325.4756,539154.2513,1276,W.H. Darnell House,22 Pemberton Ave.,No,Yes,Oceanport Boro.,13-Feb,1338,1338-2-13,No,No,Not Evaluated,3ff89b80-cff2-4a8c-abc1-34116d572756
585452.7522,534004.4378,1313,W.G. Graff Farm,36 Phalanx Rd.,Yes,No,Colts Neck Twp.,36,1309,1309-36,No,No,Not Evaluated,b3c1b303-8472-496c-b5e2-eeb7e39bb6a7
568017.1332,513434.2939,666,W.B. Cottrell Farm,30 Five Point Rd.,Yes,No,Howell Twp.,18,1319,1319-18,No,No,Not Evaluated,a2151227-f723-4ea9-beb6-3e713ee9f176
611663.018,542879.7826,1374,W. Wolcott House,529 Sycamore Ave. ,No,Yes,Shrewsbury Boro.,25-Jan,1345,1345-1-25,Yes,No,Listed,6aa9aecb-16b4-47f7-8ee3-a5bccd194b98
531585.7018,532529.5113,358,Village Hotel/Union Hotel,13 Main St.,Yes,Yes,Englishtown Boro.,8-Jan,1312,1312-1-8,No,No,Not Evaluated,1a4407ec-1b90-4b50-b04d-14d106e7c5de
552147.7427,533148.4959,50,Vanderveer House,176 Ryan Rd.,No,No,Marlboro Twp.,29,1328,1328-29,No,Possible,Not Evaluated,3d4edcd9-66c7-4061-9306-8d1bcd911de3
578834.6286,539527.3903,1299,Vanderburg School #3,268 Heyers Mill Rd.,No,Yes,Colts Neck Twp.,3-Feb,1309,1309-2-3,No,No,Not Evaluated,a65bea76-90d8-419a-8ef5-c7130bada39d
565500.3157,568475.7183,267,Van Pelt House,189 Freneau Ave.,No,No,Matawan Boro.,7,1329,1329-7,No,Possible,Not Evaluated,9d43ed6b-6fa7-4b01-8a14-a99954f6a390
575403.3041,551140.7592,30,Van Dorn/Covenhoven/Ely Farm,284-294 Newman Springs Rd.,Yes,No,Marlboro Twp.,9,1328,1328-9,No,Yes,Not Evaluated,3df11617-e195-491a-a6f9-7457ed14bdbb
621950.025,570845.3392,1868,Van Der Veer House,171 Monmouth Ave.,No,Yes,Middletown Twp.,25-Apr,1331,1331-4-25,Yes,Possible,Listed,738d5c16-e581-4d75-b8ea-35f582049102
599483.5414,536152.9296,1290,Van Brunt House,271 Lakeside Ave.,No,No,Colts Neck Twp.,14,1309,1309-14,No,Possible,Not Evaluated,92ebb4c5-0fc9-4fe3-9ac4-e7dfe0b16275
556264.9953,519691.5589,619,V. Henry Rothschild & Co./ A. &M. Karagheusian Mills ,SE & SW crs. Jackson & Center Sts. ,Partial,No,Freehold Boro.,31,1315,1315-31,No,No,Not Evaluated,8cb8afc6-e3a5-4974-93e3-85eb786a6eec
627476.2239,554115.3205,1558,Uzal H. McCarter House,141 Rumson Rd.,No,No,Rumson Boro.,28,1342,1342-28,No,Yes,Not Evaluated,38fdfd3a-68e7-4380-a046-608015dfbd55
564554.5568,539020.9858,47,Uriah Smock House,27 Vanderburg Rd.,No,No,Marlboro Twp.,26,1328,1328-26,No,Yes,Identified,9f8b92f1-0ba2-4836-a7fd-a1896a169e91
579599.4775,550782.0972,1641,Upper Meeting House of the Baptist Church of Middletown,40  Main St.,No,Yes,Holmdel Twp.,6-Jan,1318,1318-1-6,Yes,Yes,Listed,92de02e4-9849-4137-8fdd-0c5a2d24ea60
488265.6263,485084.6065,422,Upper Freehold Municipal Building,31 Imlaystown Rd.,No,Yes,Upper Freehold Twp.,5-Feb,1351,1351-2-5,Yes,Yes,Listed,5a4efb42-d2af-41e5-bdfa-65f050d3806f
499496.8473,486904.9496,507,Upper Freehold Baptist Meeting/Old Yellow Meeting House,70 Yellow Meeting House Rd.,No,No,Upper Freehold Twp.,79,1351,1351-79,No,Yes,Listed,f9efbf9a-4053-4db6-a60a-ca3339c16431
488302.7978,484236.6167,420,Upper Freehold Baptist Church,207 Davis Station Rd.,No,Yes,Upper Freehold Twp.,3-Feb,1351,1351-2-3,Yes,Yes,Listed,d0840148-8683-4c17-afb4-9636076e77c8
622061.6665,576342.5654,1620,Unz House,54 Ocean Blvd.,No,Yes,Atlantic Highlands Boro.,16-Jan,1304,1304-1-16,No,No,Not Evaluated,b7da3adb-e6b4-490a-8ef7-8f6ded43326b
488436.7165,464283.8387,413,Unnamed Road Bridge,Over Lahaway Creek,Yes,Yes,Upper Freehold Twp.,6-Jan,1351,1351-1-6,No,No,Not Evaluated,c373936c-9ba2-4ab2-89d0-653771809f47
597738.1751,558343.0787,1781,Union Schoolhouse #9,1 Dwight Rd.,No,No,Middletown Twp.,67,1331,1331-67,Yes,Yes,Listed,91156692-99b5-4840-8e48-8cd1892f0cb0
635984.9526,526121.1271,1229,U.S. Lifesaving Station #5,805 Ocean Avenue,Yes,No,Long Branch City,44,1325,1325-44,No,No,Identified,f37d15bd-08eb-404c-9e40-de0b1a47d25c
638643.9949,550036.223,1411,U.S. Lifesaving Station #4,128 Ocean Ave.,No,No,Monmouth Beach Boro.,8,1333,1333-8,No,Yes,Eligible,9557fe96-9ece-4720-8482-75fa8930fbc8
638481.9988,562527.1006,1570,U.S. Lifesaving Station #3,660 Ocean Ave.,No,No,Sea Bright Boro.,4,1343,1343-4,No,No,Not Evaluated,ada3feb4-e498-49ed-9d97-555f40d430f7
624315.4746,484638.8098,822,U.S. Life Saving Station No. 8,205 Pitney Ave.,No,No,Spring Lake Boro.,34,1348,1348-34,No,No,Not Evaluated,66284746-3fe1-4f6d-9128-ac0e1bfeaf9b
562233.9535,548795.1828,45,Tylee Shenck House,163 Hwy 79,No,No,Marlboro Twp.,24,1328,1328-24,No,Possible,Not Evaluated,46f818f4-e5ca-443b-b001-b4d5c02495f0
621542.4359,571008.3868,1745,Tucker House,113 Navesink Ave.,No,Yes,Middletown Twp.,2-Apr,1331,1331-4-2,Yes,No,Listed,9d79b950-0a4b-4140-bc93-8c81a6cf1550
567727.8673,577329.9089,232,Trinity Episcopal Church,74 Main St.,No,Yes,Matawan Boro.,6-Jan,1329,1329-1-6,No,No,Not Evaluated,21d2e65f-2a2d-461e-8a77-654b3019b1b0
629603.0635,505345.3261,999,Trinity Episcopal Church,503 Asbury Ave.,No,Yes,Asbury Park Boro.,1,1303,1303-1,Yes,Yes,Listed,ec396065-2090-40cf-859f-f4402c7069f0
612537.4293,553128.7844,1466,Trinity Episcopal Church,65 W. Front St.,No,No,Red Bank Boro.,23,1340,1340-23,No,No,Not Evaluated,66a183b8-4a5c-46d2-9b3f-8df9f255ab72
610023.4222,553437.0046,1492,Trinity Church Rectory,31 Rector Pl.,No,No,Red Bank Boro.,40,1340,1340-40,No,Possible,Not Evaluated,c583d071-3ba0-47d6-90d7-da475442543a
634728.3469,560102.4758,1543,Tredwell Farmer's House,2 Ridge Rd.,No,No,Rumson Boro.,13,1342,1342-13,No,No,Not Evaluated,85731195-b97b-4eec-b832-b5f984f12205
620738.1563,477662.1397,779,Treat House,602 Ocean Rd.,No,No,Spring Lake Heights Boro.,2,1349,1349-2,No,No,Not Evaluated,46eb442d-8828-4e9e-a075-13ecea16204d
545584.6078,515584.8158,549,Toll House,189 Oakley Dr.,No,No,Freehold Twp.,42,1316,1316-42,No,Possible,Not Evaluated,ef701646-82f7-4774-ad5f-a7cceaf4bc90
622198.7771,575521.5802,1610,Tip-Top Cottage,12 Prospect Cir.,No,Yes,Atlantic Highlands Boro.,9-Jan,1304,1304-1-9,No,Yes,Not Evaluated,d492fe9c-d14d-439e-b90d-02ae12384e63
603494.6908,536022.0299,1123,Tinton Avenue Bridge,Over Pine Brook at Tinton Ave.,Yes,Yes,Tinton Falls Boro.,3-Jan,1336,1336-1-3,Yes,No,Listed,e903cab7-5d29-4153-aab0-3131964415b7
613595.3603,475041.0813,694,Tilton-Morris House,NE cr. Sea Girt Ave. and Bailey's Corner Rd.,Yes,No,Wall Twp.,20,1352,1352-20,No,No,Not Evaluated,9907529d-a34b-4b88-b64e-b9ac7790a181
554896.0584,519260.1264,636,Throckmorton Street Garage,15-17 Throckmorton St.,Yes,No,Freehold Boro.,89,1315,1315-89,No,No,Not Evaluated,1efa705e-1535-4219-9575-693a1bc857e1
605933.8871,488557.5582,696,Thorp-Thompson Farm,2059 Allenwood Rd.,No,No,Wall Twp.,3,1352,1352-3,No,No,Not Evaluated,4ca966a6-79fe-49b2-8941-e7b932f6b4b5
545336.6241,524207.1234,285,Thompson-Taylor Farm,"N. Freehold Road, 0.3 mi. W. of Wemrock Road",Yes,Yes,Manalapan Twp.,2-Jan,1326,1326-1-2,No,No,Not Evaluated,72e7c825-f1c6-4366-be1d-244defeefa22
526159.7818,498493.5712,378,Thompson House,110 Stagecoach Rd.,No,No,Millstone Twp.,45,1332,1332-45,No,No,Not Evaluated,01233aab-bc46-49a4-893d-392ab30c623d
538521.2325,506611.6507,313,Thompson Grove School,"NE Thompson Grove Rd, 0.1 mi. NW of CR 537",Yes,No,Manalapan Twp.,26,1326,1326-26,No,No,Not Evaluated,7cd21032-1947-48bc-bd5f-c77de72c35da
512655.7587,520619.0141,344,Thompson Farm,620 SR 33,Yes,No,Millstone Twp.,29,1332,1332-29,No,No,Not Evaluated,673dc321-02fd-4a81-8912-2fd056c9e23e
472579.4346,464382.2033,490,Thomas Woodward House,555 Province Line Rd.,No,Yes,Upper Freehold Twp.,65,1351,1351-65,No,Yes,Not Evaluated,aa705f0a-f0dc-44c6-aaed-4075d41d8343
575576.745,527478.4485,1295,Thomas W. Ryall House,204 CR 537 W.,No,No,Colts Neck Twp.,19,1309,1309-19,No,Yes,Not Evaluated,17acf151-6a69-4b36-9f92-e5d375250229
598394.9664,558370.2683,1816,Thomas S. Field House,981 Nut Swamp Rd.,No,No,Middletown Twp.,94,1331,1331-94,No,Possible,Not Evaluated,22d7fac7-9114-46aa-a4ab-61329a4a4d60
575329.1395,583619.5197,126,Thomas Marshall House,132 Broad St.,No,Yes,Keyport Boro.,2-Mar,1322,1322-3-2,No,No,Not Evaluated,0500e36e-6a5a-4a81-841a-0ebd0aa6288b
482212.2874,462378.0555,437,Thomas Leonard House,49 Holmes-Mill Rd.,No,No,Upper Freehold Twp.,12,1351,1351-12,No,Yes,Not Evaluated,c139bfbc-1723-4b9d-a616-bc1f6789158c
566072.6587,574030.4296,259,Thomas I. Bedle House,267 Main St.,Yes,Yes,Matawan Boro.,Jan-33,1329,1329-1-33,No,No,Not Evaluated,01aa0ad6-60ea-41fb-b118-ca979de6b1db
628778.2968,510856.9421,954,Thomas House,200 Brindlemere Ave.,No,Yes,Interlaken Boro.,3,1320,1320-3,No,No,Not Evaluated,63c76ad1-0a83-44aa-b008-7529b891e9e4
623818.3998,474958.0598,739,Thomas Devlin Hotel,290 1st Ave.,No,No,Sea Girt Boro.,4,1344,1344-4,No,Yes,Not Evaluated,15e33b96-adfa-4c0a-8ef4-27e0c1883c81
608203.5495,565027.8406,1824,Thomas Burrows House,89 Sleepy Hollow Rd.,No,No,Middletown Twp.,102,1331,1331-102,No,No,Not Evaluated,e12759cd-d086-45c8-b912-860a59166d8c
522190.2311,513211.6152,347,Thomas Baird House,24 Baird Rd.,No,No,Millstone Twp.,32,1332,1332-32,No,No,Not Evaluated,046c8cd7-1603-48f3-91e0-401067673bff
574947.3601,583299.728,142,Thomas B. Stout House,100 Main St.,No,Yes,Keyport Boro.,18-Mar,1322,1322-3-18,No,No,Not Evaluated,244ea38c-1ac5-4088-ac1d-dfa4e661bb73
552979.0094,518598.863,554,Thomas A. Ward House,87 Broad St.,No,Possible,Freehold Boro.,6,1315,1315-6,No,Yes,Not Evaluated,41683481-fc41-4050-bd83-7a551586765d
627736.0295,510006.3424,966,Theresa Horan House,307 Windmere Ave.,No,Yes,Interlaken Boro.,15,1320,1320-15,No,No,Not Evaluated,c1e2445f-a879-4be7-934f-29a5fc3bb5b5
613479.6974,549949.6864,1443,Theodore White House,286 Broad St.,No,No,Red Bank Boro.,11,1340,1340-11,No,Possible,Not Evaluated,d43deedd-9d3e-4aa7-b79d-7e71eeb80d65
554350.9026,521300.6538,624,Theodore W. Morris House,25 Monument St.,No,Possible,Freehold Boro.,77,1315,1315-77,No,Possible,Not Evaluated,ac798f67-e627-41e2-a32c-563e608b60bc
636949.2643,532973.8486,1223,Theodore Moss House,290 Ocean Ave.,No,No,Long Branch City,40,1325,1325-40,No,No,Not Evaluated,9d3111c6-3816-40e3-8fed-8ced39632c36
635485.2489,558355.5672,1554,Theodore and Octavia Moss House,55 Rumson Rd.,No,No,Rumson Boro.,24,1342,1342-24,No,Possible,Not Evaluated,f29dd77a-a367-45bb-9b28-71e51fdd9ff2
575751.2401,584819.679,66,The Van Brackle House,72 First St.,No,Yes,Keyport Boro.,2-Jan,1322,1322-1-2,No,No,Not Evaluated,1a5f19b4-a684-4534-961c-d4d8a01f3651
577718.2772,585196.7626,203,The Tenant Farmer House,4 Snyder Ln.,No,No,Keyport Boro.,71,1322,1322-71,No,No,Not Evaluated,07a56cf9-d218-4f9d-b7df-2657423b0965
554058.544,518915.5625,599,The Second Reformed Church of Freehold,67 West Main St.,No,Possible,Freehold Boro.,53,1315,1315-53,No,Possible,Not Evaluated,11016046-1e75-45f6-a466-9cd872487659
575005.1727,583145.0403,141,The Schank Mansion,92 Main St.,No,Yes,Keyport Boro.,17-Mar,1322,1322-3-17,No,No,Not Evaluated,4884d944-54dc-466c-9234-00516d4b795f
630935.6228,504636.0969,1018,The Palace Merry-Go-Round and Ferris Wheel,NW cr. Lake Ave. & Kingsley St.,Yes,Yes,Asbury Park Boro.,22,1303,1303-22,Yes,Yes,Listed,9d4e6c79-c1d9-4956-bb70-0409c95b22e4
621068.6806,575670.9224,1621,The Old Red Homestead,56 Second Ave.,No,Yes,Atlantic Highlands Boro.,17-Jan,1304,1304-1-17,No,No,Not Evaluated,e02088b8-11e7-436e-9030-ca6f237638ac
565404.0964,549813.0033,29,The Marlboro State Hospital,Marlboro State Hospital Rd.,Yes,No,Marlboro Twp.,8,1328,1328-8,No,No,Eligible,c890cc15-8a0e-4955-a73c-43b06a82101e
579911.1629,567381.188,1882,The Horn Antenna,791 Holmdel Rd.,No,No,Holmdel,54,1318,1318-54,Landmark,No,Landmark,a0520fa0-9b29-41b7-92f9-26cccae3a51b
619506.23,465946.8101,746,The Glimmer Glass Bridge,Brielle Rd. over The Glimmer Glass ,No,No,Manasquan Boro.,2,1327,1327-2,Yes,Yes,Listed,3f4e8a3b-38f1-4c99-88ae-bdac09c71c24
625047.6517,478766.0601,817,The Essex and Sussex Hotel,700 Ocean Ave.,No,No,Spring Lake Boro.,29,1348,1348-29,No,Possible,Not Evaluated,e820a930-9276-4608-b674-4e815d0d3b62
